,caseorder,customer_id,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internetservice,phone,multiple,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,paymentmethod,tenure,monthlycharge,bandwidth_gb_year,item1,item2,item3,item4,item5,item6,item7,item8,zscoreincome,contract_type_num
6495,6496,G608721,Orlando,FL,Orange,32812,28.48502,-81.3285,35101,Suburban,America/New_York,Database administrator,1.0,66.0,Professional School Degree,Part Time,39936.76222636489,Widowed,Female,No,4.921627,10,3,0,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,70.44254,231.9982,6372.289,3,5,3,3,3,5,4,4,1.1843397656906803e-15,1
6496,6497,N391936,Tenafly,NJ,Bergen,7670,40.91745,-73.95359,14687,Urban,America/New_York,"Psychotherapist, child",0.0,73.0,"Some College, 1 or More Years, No Degree",Full Time,31717.01,Divorced,Prefer not to answer,No,14.77948,15,1,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,57.83255,115.4206,4937.838,2,3,2,3,5,3,2,4,-0.33449134608863973,0
6497,6498,B451989,Oradell,NJ,Bergen,7649,40.95625,-74.03147,8134,Suburban,America/New_York,Legal executive,0.0,53.27574750830565,Regular High School Diploma,Retired,55493.0,Married,Female,No,8.533189,13,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,63.66597,240.1562,5843.101,4,5,4,4,3,4,5,2,0.6330393872808193,0
6498,6499,P979899,Morrill,ME,Waldo,4952,44.40936,-69.14281,1886,Rural,America/New_York,Chartered management accountant,0.0,53.27574750830565,Regular High School Diploma,Retired,39936.76222636489,Divorced,Male,No,11.67217,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),68.61371,155.9786,5959.939,4,4,4,6,2,2,3,3,1.1843397656906803e-15,0
6499,6500,M915462,Severy,KS,Greenwood,67137,37.63351,-96.22274,424,Suburban,America/Chicago,"Psychotherapist, child",0.0,67.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Never Married,Male,No,11.22992,18,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,66.38881,230.4911,6008.707,3,2,3,6,3,2,3,3,1.1843397656906803e-15,0
6500,6501,M458617,Hillsboro,OR,Washington,97124,45.56782,-122.9465,54101,Suburban,America/Los_Angeles,Office manager,4.0,43.0,Regular High School Diploma,Unemployed,34617.96,Widowed,Female,No,13.07732,16,0,0,No,One year,No,Yes,None,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,62.19865,129.0106,5527.898,4,6,4,4,3,4,3,4,-0.21644123414932057,1
6501,6502,O721672,Goshen,AL,Pike,36035,31.79458,-86.12767,1468,Rural,America/Chicago,Proofreader,0.0,53.27574750830565,Bachelor's Degree,Full Time,39936.76222636489,Never Married,Male,No,7.487472,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Mailed Check,65.62879,171.3331,6278.609,4,4,4,4,3,5,4,4,1.1843397656906803e-15,0
6502,6503,A923883,Minatare,NE,Scotts Bluff,69356,41.89476,-103.4513,1902,Suburban,America/Denver,Health promotion specialist,0.0,53.27574750830565,Professional School Degree,Student,23469.83,Widowed,Female,No,8.414303,12,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Credit Card (automatic),68.55374,155.2037,6232.544,3,4,3,5,3,3,4,5,-0.6700988271495727,0
6503,6504,R471623,Pelion,SC,Lexington,29123,33.76637,-81.25947,8525,Suburban,America/New_York,Freight forwarder,2.0,53.27574750830565,Master's Degree,Full Time,15247.84,Married,Male,No,41.29951,6,0,0,No,One year,Yes,No,DSL,No,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),54.68209,157.186,5294.782,2,2,2,2,3,3,1,2,-1.0046812363134543,1
6504,6505,U529656,La Fayette,GA,Walker,30728,34.67872,-85.22466,20609,Urban,America/New_York,Museum/gallery conservator,0.0,85.0,Bachelor's Degree,Full Time,41944.34,Separated,Female,No,10.50267,11,1,1,No,Two Year,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),63.5876,131.2341,5770.223,2,2,2,4,3,2,2,3,0.08169557589910789,2
6505,6506,G595300,Indianapolis,IN,Marion,46259,39.65177,-85.98714,11364,Urban,America/Indiana/Indianapolis,Volunteer coordinator,2.0,31.0,Regular High School Diploma,Unemployed,29981.69,Separated,Female,No,6.199593,13,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,67.43143,158.128,5934.435,6,5,5,2,3,5,5,4,-0.4051077718286694,2
6506,6507,A833360,Jackson,MS,Hinds,39213,32.39247,-90.23373,20958,Rural,America/Chicago,"Engineer, energy",0.0,60.0,Bachelor's Degree,Unemployed,39936.76222636489,Divorced,Female,No,11.49797,7,1,0,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,69.04134,152.3144,6282.538,3,3,2,1,2,3,2,4,1.1843397656906803e-15,1
6507,6508,A513224,Merritt Island,FL,Brevard,32953,28.4483,-80.70512,24181,Rural,America/New_York,Printmaker,0.0,83.0,Master's Degree,Full Time,19662.72,Never Married,Female,No,4.917517,15,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,51.43223,288.1447,0.0,3,4,5,3,3,3,2,2,-0.8250238557316928,1
6508,6509,I551254,Mount Lookout,WV,Nicholas,26678,38.16849,-80.91073,1089,Suburban,America/New_York,TEFL teacher,1.0,39.0,Regular High School Diploma,Full Time,24901.05,Separated,Male,Yes,12.3555,19,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,0.0,232.5938,5862.869,4,4,5,5,3,5,6,2,-0.6118573265343287,2
6509,6510,P214819,Wareham,MA,Plymouth,2571,41.76357,-70.69795,10927,Urban,America/New_York,"Engineer, petroleum",9.0,49.0,"Some College, 1 or More Years, No Degree",Full Time,58924.78,Divorced,Female,Yes,14.49963,13,3,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),46.58314,223.6061,5142.753,2,2,2,3,5,3,3,2,0.772690885290477,0
6510,6511,I430008,Valley View,PA,Schuylkill,17983,40.64263,-76.54692,1482,Suburban,America/New_York,Video editor,0.0,85.0,Regular High School Diploma,Full Time,35713.16,Married,Female,No,7.455506,19,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,54.61729,221.0844,5066.033,3,2,3,3,4,4,2,5,-0.17187359851411732,2
6511,6512,V231505,Saint Louis,MO,St. Louis,63140,38.73846,-90.32306,276,Suburban,America/Chicago,Town planner,8.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Student,39936.76222636489,Separated,Female,No,10.7253,9,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Mailed Check,0.0,146.6187,4767.338,5,4,4,5,2,3,5,5,1.1843397656906803e-15,1
6512,6513,I800085,New Braunfels,TX,Comal,78130,29.69772,-98.0702,74172,Suburban,America/Chicago,Agricultural engineer,3.0,80.0,Bachelor's Degree,Part Time,146317.6,Divorced,Male,No,8.599875,12,2,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,0.0,146.889,5735.926,4,4,4,2,5,4,4,2,4.3290197374571004,0
6513,6514,M627851,Dove Creek,CO,Dolores,81324,37.6641,-109.0334,1289,Suburban,America/Denver,Pensions consultant,0.0,85.0,Bachelor's Degree,Part Time,61647.47,Separated,Male,No,5.717734,10,0,0,Yes,Two Year,No,Yes,None,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),54.26219,103.7327,4578.437,3,3,3,3,4,3,4,4,0.8834869552937743,2
6514,6515,Y714370,Rosholt,WI,Portage,54473,44.65014,-89.35583,2674,Suburban,America/Chicago,Charity fundraiser,0.0,65.0,Bachelor's Degree,Full Time,47386.49,Never Married,Female,No,9.41139,7,1,2,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),39.65071,115.6903,3764.35,1,2,1,4,5,2,3,3,0.3031562755632061,0
6515,6516,E617210,Camp Grove,IL,Marshall,61424,41.07675,-89.63499,135,Rural,America/Chicago,Civil Service fast streamer,2.0,30.0,Master's Degree,Full Time,61676.36,Married,Male,No,11.50551,12,2,0,Yes,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,57.48138,148.4459,0.0,3,3,2,2,2,4,3,4,0.8846625935274312,1
6516,6517,H977315,Okaton,SD,Jones,57562,43.89385,-100.9527,59,Rural,America/Chicago,Chief Executive Officer,0.0,64.0,Bachelor's Degree,Unemployed,28091.18,Separated,Female,No,7.757345,15,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),0.0,126.9869,5632.642,4,5,4,3,3,5,3,3,-0.4820394380491841,0
6517,6518,B749266,Salome,AZ,La Paz,85348,33.70862,-113.7138,2295,Rural,America/Phoenix,"Designer, multimedia",0.0,62.0,Nursery School to 8th Grade,Unemployed,39936.76222636489,Separated,Female,No,10.91148,11,1,0,No,One year,No,No,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,64.02167,242.0512,5806.467,3,4,3,2,4,3,4,3,1.1843397656906803e-15,1
6518,6519,M699985,Woodworth,ND,Stutsman,58496,47.14748,-99.32907,188,Rural,America/Chicago,"Scientist, audiological",0.0,30.0,Regular High School Diploma,Unemployed,6961.83,Never Married,Male,No,9.332159,11,0,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),47.32828,195.1699,4453.929,4,4,3,3,2,4,4,4,-1.3418688500366545,1
6519,6520,X162672,Surry,ME,Hancock,4684,44.49337,-68.52794,1599,Rural,America/New_York,English as a foreign language teacher,1.0,70.0,"Some College, Less than 1 Year",Part Time,84595.21,Widowed,Male,Yes,6.426431,12,0,2,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Electronic Check,52.83052,155.537,5109.746,4,4,4,3,2,5,3,3,1.8173132107460888,0
6520,6521,M132487,Fernley,NV,Lyon,89408,39.5641,-119.1716,19951,Rural,America/Los_Angeles,Chief Executive Officer,1.0,68.0,Regular High School Diploma,Full Time,5960.43,Never Married,Female,No,7.128902,15,1,2,No,One year,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),42.83737,135.872,3673.166,4,4,4,2,3,3,3,3,-1.382619425570888,1
6521,6522,K512726,Wilmore,KS,Comanche,67155,37.27844,-99.13193,174,Urban,America/Chicago,"Designer, multimedia",5.0,40.0,"9th Grade to 12th Grade, No Diploma",Full Time,38678.23,Married,Female,No,8.171509,11,1,1,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,42.82228,138.4051,0.0,3,3,3,3,5,3,1,3,-0.05121421265503085,1
6522,6523,W708909,Blanchard,OK,McClain,73010,35.10621,-97.67844,19735,Urban,America/Chicago,Ranger/warden,0.0,77.0,Regular High School Diploma,Retired,33311.0,Divorced,Female,No,2.032256,4,2,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,64.99919,138.2133,5527.079,4,5,4,5,3,5,5,5,-0.2696261474708919,0
6523,6524,X412171,Lawton,OK,Comanche,73505,34.57886,-98.47856,48713,Suburban,America/Chicago,Geophysicist/field seismologist,0.0,38.0,Bachelor's Degree,Part Time,24491.2,Widowed,Male,No,10.41206,5,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Electronic Check,60.09896,162.399,5280.797,4,3,3,3,4,5,3,2,-0.628535600333715,0
6524,6525,G916594,Jacksonville,FL,Duval,32246,30.294,-81.51797,51275,Urban,America/New_York,Nature conservation officer,0.0,23.0,Associate's Degree,Full Time,32499.82,Separated,Female,No,7.978327,13,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,59.12578,160.0968,5760.883,3,4,3,2,3,2,5,4,-0.3026359855594274,0
6525,6526,U646366,Elmdale,KS,Chase,66850,38.40737,-96.72147,246,Urban,America/Chicago,Hospital doctor,4.0,39.0,Bachelor's Degree,Full Time,39936.76222636489,Married,Female,No,15.25291,8,1,0,Yes,Two Year,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,55.62195,127.7764,4957.155,3,4,4,4,3,4,4,5,1.1843397656906803e-15,2
6526,6527,E472550,Thibodaux,LA,Lafourche,70301,29.81411,-90.74082,45298,Urban,America/Chicago,Claims inspector/assessor,2.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Part Time,39936.76222636489,Never Married,Male,No,10.91327,8,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,No,No,No,Bank Transfer(automatic),45.30473,151.4857,3913.652,4,3,4,5,4,3,6,3,1.1843397656906803e-15,0
6527,6528,W179760,Sonora,TX,Sutton,76950,30.43734,-100.5604,3883,Urban,America/Chicago,Sales executive,7.0,53.27574750830565,Associate's Degree,Full Time,52509.41,Separated,Male,No,12.4396,13,1,0,No,One year,No,No,None,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Credit Card (automatic),70.54775,139.0702,6261.335,4,4,3,5,3,3,4,3,0.5116263558666162,1
6528,6529,N826897,Roslyn,NY,Nassau,11576,40.79843,-73.64766,12099,Rural,America/New_York,"Engineer, maintenance (IT)",0.0,27.0,Bachelor's Degree,Unemployed,39936.76222636489,Separated,Female,No,11.14306,16,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,54.88358,256.5373,5453.849,6,5,3,3,4,4,3,6,1.1843397656906803e-15,0
6529,6530,U973354,Caruthersville,MO,Pemiscot,63830,36.13005,-89.69069,6917,Suburban,America/Chicago,"Psychologist, forensic",4.0,53.27574750830565,Associate's Degree,Full Time,6790.51,Divorced,Male,No,13.96802,16,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,60.53871,130.4406,5267.174,5,5,4,3,4,3,4,5,-1.34884047835753,0
6530,6531,B754647,Criders,VA,Rockingham,22820,38.72812,-79.01629,219,Rural,America/New_York,Clinical biochemist,0.0,46.0,"9th Grade to 12th Grade, No Diploma",Retired,54499.0,Married,Male,No,11.56926,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,58.12363,183.2772,5232.755,4,3,5,3,5,3,3,3,0.5925899444197968,0
6531,6532,B246395,Wrightsboro,TX,Gonzales,78677,29.34997,-97.58022,19,Suburban,America/Chicago,"Designer, fashion/clothing",4.0,22.0,Bachelor's Degree,Full Time,8705.1,Married,Male,Yes,6.80801,13,3,3,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),37.5471,267.331,4460.286,5,3,3,2,5,4,4,5,-1.2709289101409458,2
6532,6533,T739016,Cordova,IL,Rock Island,61242,41.70363,-90.27858,1208,Urban,America/Chicago,Theatre stage manager,4.0,49.0,Associate's Degree,Full Time,26489.38,Divorced,Male,No,11.94682,16,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),69.91537,224.3197,6915.694,3,3,3,4,2,5,5,4,-0.5472224537179827,2
6533,6534,K596597,Brighton,MA,Suffolk,2135,42.34981,-71.15386,44760,Suburban,America/New_York,Interpreter,7.0,76.0,Regular High School Diploma,Full Time,50514.83,Married,Female,No,15.97832,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),60.10344,225.0353,6175.688,5,5,3,4,3,5,4,4,0.4304597062270404,0
6534,6535,V892518,La Belle,MO,Lewis,63447,40.09495,-91.90277,1234,Rural,America/Chicago,Agricultural engineer,1.0,34.0,Regular High School Diploma,Retired,62567.3,Never Married,Female,No,8.418471,15,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,50.45458,148.5519,0.0,2,3,2,3,3,3,3,3,0.9209181535099256,0
6535,6536,G557674,Lettsworth,LA,Pointe Coupee,70753,30.94498,-91.72703,1045,Suburban,America/Chicago,Housing manager/officer,4.0,71.0,GED or Alternative Credential,Student,53953.4,Divorced,Female,Yes,15.04358,10,1,0,No,Month-to-month,No,Yes,DSL,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),56.7448,233.1491,5727.284,4,4,4,3,3,4,2,3,0.5703875138111713,0
6536,6537,X646636,Gilman,IA,Jasper,50106,41.88171,-92.8135,952,Rural,America/Chicago,"Engineer, biomedical",4.0,45.0,"9th Grade to 12th Grade, No Diploma",Student,18556.55,Married,Female,No,11.26335,15,0,0,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,54.78319,150.026,4976.84,3,3,3,5,2,4,4,2,-0.8700379002081288,2
6537,6538,Z906336,Saint Louis,MO,St. Louis,63146,38.69841,-90.47331,30178,Suburban,America/Chicago,Academic librarian,0.0,72.0,Regular High School Diploma,Student,39936.76222636489,Never Married,Male,No,8.811846,8,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),47.1164,192.7325,4192.877,4,5,4,2,4,5,4,4,1.1843397656906803e-15,0
6538,6539,X599390,Boaz,KY,Graves,42027,36.91632,-88.62852,1860,Suburban,America/Chicago,Operational investment banker,0.0,83.0,Associate's Degree,Full Time,74459.99,Married,Female,No,6.955043,14,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,69.10177,192.3656,6003.546,3,3,4,2,3,3,2,4,1.404874576667726,2
6539,6540,P49474,Hadley,MA,Hampshire,1035,42.35564,-72.56921,5310,Urban,America/New_York,Chartered legal executive (England and Wales),6.0,61.0,Bachelor's Degree,Full Time,39936.76222636489,Widowed,Male,No,5.573173,5,1,0,No,Two Year,Yes,No,None,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,62.09112,92.35986,5399.27,4,4,4,5,2,4,5,2,1.1843397656906803e-15,2
6540,6541,B671396,Westgate,IA,Fayette,50681,42.7776,-92.00941,405,Suburban,America/Chicago,Science writer,0.0,53.27574750830565,Professional School Degree,Full Time,39936.76222636489,Divorced,Female,Yes,9.808206,12,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,36.7649,240.1698,3514.849,3,2,3,4,4,3,3,3,1.1843397656906803e-15,0
6541,6542,B475008,Larrabee,IA,Cherokee,51029,42.88057,-95.53787,268,Rural,America/Chicago,Illustrator,5.0,75.0,Associate's Degree,Full Time,16709.84,Divorced,Male,No,8.990797,14,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,66.77022,191.2003,0.0,2,2,3,3,5,2,2,2,-0.9451871865520712,0
6542,6543,U842865,Platteville,CO,Weld,80651,40.23686,-104.8156,4316,Suburban,America/Denver,Arts administrator,1.0,44.0,"Some College, Less than 1 Year",Unemployed,39936.76222636489,Never Married,Female,No,4.944226,11,1,2,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),69.76806,134.5444,6451.517,4,4,3,2,5,2,3,5,1.1843397656906803e-15,0
6543,6544,K970811,Phoenix,AZ,Maricopa,85023,33.63154,-112.0947,34488,Rural,America/Phoenix,Theatre manager,0.0,30.0,Regular High School Diploma,Full Time,25035.79,Married,Prefer not to answer,No,14.97537,13,2,0,No,Month-to-month,No,No,DSL,No,No,No,Yes,Yes,Yes,No,Yes,No,Credit Card (automatic),40.87895,176.1661,4194.278,3,3,1,2,4,2,2,4,-0.6063742702656222,0
6544,6545,T547180,Ione,WA,Pend Oreille,99139,48.73459,-117.4067,1339,Rural,America/Los_Angeles,Chief Technology Officer,0.0,47.0,"Some College, Less than 1 Year",Full Time,32022.13,Divorced,Female,No,10.23257,4,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Electronic Check,56.69865,188.0525,5105.659,4,3,3,2,5,4,5,5,-0.32207491348727624,0
6545,6546,S70483,Moseley,VA,Chesterfield,23120,37.40972,-77.78499,10025,Rural,America/New_York,Learning mentor,0.0,53.27574750830565,Regular High School Diploma,Full Time,15801.36,Married,Male,No,9.3317,14,1,1,No,Two Year,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),60.18695,139.9976,0.0,5,5,5,3,4,5,4,3,-0.9821565123572842,2
6546,6547,Q647797,Bryant,IL,Fulton,61519,40.46009,-90.08897,230,Suburban,America/Chicago,"Surveyor, mining",7.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,44495.59,Married,Male,No,9.827996,13,3,0,No,Two Year,No,No,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Mailed Check,61.44671,213.6062,6093.079,3,5,4,5,4,5,5,3,0.18551513434899083,2
6547,6548,B302343,Dothan,AL,Houston,36301,31.14367,-85.40236,37527,Urban,America/Chicago,Company secretary,1.0,63.0,Professional School Degree,Full Time,23662.64,Never Married,Female,No,4.587497,9,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),48.57121,192.4604,0.0,2,2,2,4,4,1,2,3,-0.6622526932682511,0
6548,6549,D516454,Volant,PA,Lawrence,16156,41.09559,-80.21802,2889,Rural,America/New_York,Biomedical scientist,0.0,62.0,"Some College, 1 or More Years, No Degree",Full Time,50627.61,Never Married,Male,No,10.80129,11,0,1,Yes,One year,No,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,47.23415,245.2697,4841.832,2,4,3,3,4,3,2,4,0.43504913094119135,1
6549,6550,D877929,Pennington,TX,Trinity,75856,31.18888,-95.25573,98,Urban,America/Chicago,Glass blower/designer,0.0,79.0,Associate's Degree,Retired,23799.35,Separated,Female,No,11.96486,19,0,0,No,Two Year,Yes,No,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),61.62569,224.275,5639.555,4,4,4,3,3,4,3,5,-0.6566894705987034,2
6550,6551,D99094,Appalachia,VA,Wise,24216,36.9437,-82.79763,2668,Urban,America/New_York,"Editor, commissioning",0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Separated,Female,Yes,3.963866,7,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,52.55226,221.2787,5180.161,5,5,4,4,5,5,5,5,1.1843397656906803e-15,0
6551,6552,X170366,Monona,IA,Clayton,52159,43.07795,-91.35865,2252,Suburban,America/Chicago,Fine artist,2.0,53.27574750830565,GED or Alternative Credential,Full Time,34352.13,Married,Male,No,9.84423,9,1,2,Yes,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Mailed Check,56.04565,128.0726,5282.51,4,4,3,3,3,5,4,4,-0.22725881503035245,2
6552,6553,V173017,Carolina Beach,NC,New Hanover,28428,34.03832,-77.90681,6533,Urban,America/New_York,Volunteer coordinator,0.0,32.0,"Some College, 1 or More Years, No Degree",Retired,59646.13,Separated,Male,No,13.03923,14,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,42.43922,192.1466,3850.216,3,4,3,4,3,3,3,3,0.8020452168878599,0
6553,6554,U412541,Saint Petersburg,FL,Pinellas,33715,27.66134,-82.72377,7488,Suburban,America/New_York,Building surveyor,1.0,53.27574750830565,Regular High School Diploma,Part Time,8137.98,Widowed,Female,No,12.18951,15,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,50.02343,173.6136,4904.424,3,3,3,2,4,2,2,4,-1.294007067118152,0
6554,6555,E751592,Fredonia,NY,Chautauqua,14063,42.414,-79.32601,14676,Rural,America/New_York,"Psychologist, educational",2.0,36.0,"9th Grade to 12th Grade, No Diploma",Part Time,39936.76222636489,Widowed,Male,No,13.67884,9,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,52.5986,148.2697,5141.18,3,3,2,3,3,3,3,2,1.1843397656906803e-15,0
6555,6556,E178106,New Brockton,AL,Coffee,36351,31.41551,-85.91877,3410,Rural,America/Chicago,Telecommunications researcher,2.0,64.0,"Some College, 1 or More Years, No Degree",Full Time,99108.6,Divorced,Male,No,11.91027,17,0,0,No,Two Year,No,No,DSL,No,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,70.95714,163.7716,6557.961,4,4,4,2,4,4,3,2,2.4079153631854604,2
6556,6557,X359892,Walterville,OR,Lane,97489,44.13709,-122.6459,961,Suburban,America/Los_Angeles,"Sound technician, broadcasting/film/video",3.0,59.0,Master's Degree,Full Time,27782.86,Married,Female,No,10.3965,15,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,0.0,209.792,6473.783,5,5,4,5,2,5,4,6,-0.4945860901849089,0
6557,6558,Z551553,West Hurley,NY,Ulster,12491,41.96747,-74.13694,1535,Rural,America/New_York,Dispensing optician,0.0,54.0,"Some College, Less than 1 Year",Full Time,11273.45,Divorced,Female,No,18.88157,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),70.31796,146.0085,5877.69,4,3,2,3,2,6,6,6,-1.1664134910543187,0
6558,6559,T691997,Paint Rock,TX,Concho,76866,31.46085,-99.92784,727,Suburban,America/Chicago,Intelligence analyst,0.0,67.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Separated,Male,No,12.0825,13,1,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,53.77815,133.0076,5163.022,4,4,4,4,3,3,4,4,1.1843397656906803e-15,2
6559,6560,L43661,Steamboat Rock,IA,Hardin,50672,42.42518,-93.06319,581,Urban,America/Chicago,Herpetologist,0.0,53.27574750830565,Nursery School to 8th Grade,Full Time,95454.27,Separated,Female,Yes,5.862891,11,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),63.29423,220.0228,6035.974,3,4,3,3,4,4,4,4,2.259207503497009,0
